"applicant_id","dept","gender","admit"
998,"A","Male","Admitted"
999,"A","Male","Rejected"
1000,"F","Female","Rejected"
1001,"E","Female","Admitted"
1002,"C","Female","Rejected"
1003,"D","Female","Admitted"
1004,"F","Male","Rejected"
1005,"E","Male","Rejected"
1006,"A","Male","Admitted"
1007,"C","Female","Rejected"
1008,"F","Male","Rejected"
1009,"D","Female","Rejected"
1010,"F","Male","Rejected"
1011,"F","Female","Rejected"
1012,"F","Female","Rejected"
1013,"D","Female","Admitted"
1014,"D","Male","Rejected"
1015,"D","Female","Admitted"
1016,"D","Male","Rejected"
1017,"B","Male","Rejected"
1018,"A","Male","Rejected"
1019,"F","Male","Rejected"
1020,"D","Female","Rejected"
1021,"D","Female","Admitted"
1022,"C","Female","Rejected"
1023,"D","Male","Rejected"
1024,"C","Female","Admitted"
1025,"E","Female","Admitted"
1026,"C","Female","Rejected"
1027,"A","Male","Rejected"
1028,"F","Male","Rejected"
1029,"B","Male","Admitted"
1030,"D","Male","Rejected"
1031,"E","Female","Admitted"
1032,"E","Female","Rejected"
1033,"B","Male","Rejected"
1034,"D","Male","Admitted"
1035,"E","Male","Admitted"
1036,"B","Male","Admitted"
1037,"E","Male","Rejected"
1038,"C","Female","Admitted"
1039,"B","Male","Admitted"
1040,"A","Female","Rejected"
1041,"B","Male","Admitted"
1042,"E","Male","Rejected"
1043,"D","Female","Admitted"
1044,"D","Female","Rejected"
1045,"F","Male","Rejected"
1046,"D","Female","Rejected"
1047,"F","Male","Rejected"
1048,"A","Male","Admitted"
1049,"E","Female","Rejected"
1050,"C","Male","Rejected"
1051,"B","Male","Admitted"
1052,"E","Female","Admitted"
1053,"C","Female","Rejected"
1054,"D","Female","Rejected"
1055,"B","Male","Rejected"
1056,"D","Female","Rejected"
1057,"D","Male","Rejected"
1058,"A","Male","Admitted"
1059,"D","Male","Rejected"
1060,"A","Male","Admitted"
1061,"C","Male","Rejected"
1062,"F","Female","Rejected"
1063,"A","Male","Admitted"
1064,"C","Female","Admitted"
1065,"A","Male","Rejected"
1066,"D","Male","Admitted"
1067,"E","Male","Rejected"
1068,"E","Female","Rejected"
1069,"C","Male","Admitted"
1070,"B","Male","Rejected"
1071,"C","Female","Rejected"
1072,"F","Male","Rejected"
1073,"C","Male","Rejected"
1074,"C","Female","Rejected"
1075,"A","Male","Rejected"
1076,"C","Female","Admitted"
1077,"E","Female","Rejected"
1078,"B","Male","Admitted"
1079,"A","Male","Admitted"
1080,"D","Male","Admitted"
1081,"C","Female","Rejected"
1082,"B","Male","Admitted"
1083,"F","Male","Rejected"
1084,"E","Female","Rejected"
1085,"E","Female","Admitted"
1086,"F","Male","Rejected"
1087,"E","Female","Rejected"
1088,"C","Female","Admitted"
1089,"E","Female","Rejected"
1090,"A","Male","Admitted"
1091,"E","Male","Rejected"
1092,"E","Male","Rejected"
1093,"A","Male","Admitted"
1094,"A","Male","Rejected"
1095,"A","Male","Admitted"
1096,"E","Female","Rejected"
1097,"C","Male","Admitted"
1098,"D","Male","Rejected"
1099,"F","Male","Rejected"
1100,"D","Male","Rejected"
1101,"F","Female","Rejected"
1102,"D","Female","Rejected"
1103,"C","Male","Rejected"
1104,"F","Male","Rejected"
1105,"B","Male","Admitted"
1106,"F","Female","Rejected"
1107,"A","Male","Admitted"
1108,"A","Male","Admitted"
1109,"A","Male","Rejected"
1110,"C","Male","Rejected"
1111,"C","Female","Rejected"
1112,"A","Male","Rejected"
1113,"F","Male","Rejected"
1114,"F","Male","Admitted"
1115,"B","Male","Rejected"
1116,"E","Female","Admitted"
1117,"E","Female","Rejected"
1118,"C","Male","Rejected"
1119,"D","Male","Admitted"
1120,"B","Male","Admitted"
1121,"B","Male","Admitted"
1122,"F","Female","Rejected"
1123,"F","Male","Rejected"
1124,"D","Male","Rejected"
1125,"A","Male","Admitted"
1126,"A","Male","Admitted"
1127,"B","Male","Admitted"
1128,"C","Male","Rejected"
1129,"A","Male","Rejected"
1130,"F","Female","Rejected"
1131,"A","Male","Admitted"
1132,"A","Male","Admitted"
1133,"E","Female","Rejected"
1134,"C","Male","Rejected"
1135,"D","Male","Rejected"
1136,"C","Female","Admitted"
1137,"D","Male","Admitted"
1138,"D","Female","Admitted"
1139,"C","Female","Rejected"
1140,"F","Female","Rejected"
1141,"D","Female","Rejected"
1142,"F","Female","Rejected"
1143,"D","Female","Admitted"
1144,"E","Female","Rejected"
1145,"E","Female","Admitted"
1146,"F","Male","Rejected"
1147,"D","Male","Rejected"
1148,"A","Male","Rejected"
1149,"D","Female","Rejected"
1150,"C","Female","Admitted"
1151,"B","Male","Admitted"
1152,"A","Male","Admitted"
1153,"A","Male","Admitted"
1154,"E","Female","Rejected"
1155,"C","Female","Rejected"
1156,"B","Male","Admitted"
1157,"B","Male","Admitted"
1158,"A","Male","Admitted"
1159,"F","Male","Rejected"
1160,"E","Female","Rejected"
1161,"B","Female","Admitted"
1162,"B","Male","Admitted"
1163,"A","Male","Admitted"
1164,"F","Female","Rejected"
1165,"B","Male","Admitted"
1166,"B","Male","Rejected"
1167,"B","Female","Rejected"
1168,"E","Female","Rejected"
1169,"C","Female","Admitted"
1170,"E","Female","Rejected"
1171,"C","Female","Rejected"
1172,"C","Male","Rejected"
1173,"A","Male","Rejected"
1174,"E","Male","Admitted"
1175,"D","Male","Admitted"
1176,"B","Male","Admitted"
1177,"C","Female","Admitted"
1178,"E","Female","Rejected"
1179,"F","Female","Admitted"
1180,"A","Male","Admitted"
1181,"B","Male","Rejected"
1182,"A","Male","Admitted"
1183,"E","Female","Rejected"
1184,"D","Male","Admitted"
1185,"B","Male","Admitted"
1186,"A","Male","Admitted"
1187,"F","Female","Rejected"
1188,"D","Female","Rejected"
1189,"C","Female","Admitted"
1190,"B","Male","Admitted"
1191,"C","Female","Admitted"
1192,"B","Male","Rejected"
1193,"D","Female","Rejected"
1194,"B","Male","Rejected"
1195,"D","Female","Rejected"
1196,"A","Male","Admitted"
1197,"E","Male","Rejected"
1198,"F","Male","Rejected"
1199,"E","Female","Admitted"
1200,"D","Female","Rejected"
1201,"A","Male","Admitted"
1202,"A","Male","Admitted"
1203,"A","Female","Admitted"
1204,"A","Male","Admitted"
1205,"E","Female","Rejected"
1206,"B","Male","Rejected"
1207,"D","Female","Rejected"
1208,"F","Male","Rejected"
1209,"D","Male","Rejected"
1210,"C","Female","Rejected"
1211,"F","Female","Admitted"
1212,"A","Female","Admitted"
1213,"C","Male","Admitted"
1214,"A","Male","Admitted"
1215,"C","Female","Rejected"
1216,"E","Male","Admitted"
1217,"F","Male","Rejected"
1218,"C","Female","Rejected"
1219,"C","Female","Rejected"
1220,"A","Female","Admitted"
1221,"C","Female","Rejected"
1222,"C","Female","Rejected"
1223,"B","Female","Rejected"
1224,"A","Male","Rejected"
1225,"B","Male","Admitted"
1226,"B","Male","Rejected"
1227,"A","Male","Admitted"
1228,"F","Male","Rejected"
1229,"E","Female","Admitted"
1230,"A","Male","Rejected"
1231,"F","Male","Rejected"
1232,"A","Male","Admitted"
1233,"D","Female","Rejected"
1234,"E","Female","Rejected"
1235,"D","Female","Rejected"
1236,"C","Female","Admitted"
1237,"E","Male","Admitted"
1238,"D","Female","Rejected"
1239,"F","Female","Rejected"
1240,"D","Female","Rejected"
1241,"D","Male","Admitted"
1242,"E","Female","Rejected"
1243,"C","Female","Admitted"
1244,"A","Male","Admitted"
1245,"F","Male","Rejected"
1246,"D","Female","Admitted"
1247,"B","Male","Admitted"
1248,"F","Female","Rejected"
1249,"F","Male","Admitted"
1250,"C","Female","Admitted"
1251,"D","Female","Rejected"
1252,"E","Female","Rejected"
1253,"C","Male","Admitted"
1254,"B","Male","Admitted"
1255,"E","Female","Rejected"
1256,"B","Male","Admitted"
1257,"D","Female","Rejected"
1258,"B","Male","Rejected"
1259,"D","Male","Admitted"
1260,"A","Male","Rejected"
1261,"B","Male","Admitted"
1262,"C","Male","Rejected"
1263,"D","Female","Rejected"
1264,"D","Female","Admitted"
1265,"E","Female","Admitted"
1266,"A","Male","Admitted"
1267,"D","Female","Rejected"
1268,"A","Male","Rejected"
1269,"B","Male","Admitted"
1270,"A","Male","Admitted"
1271,"D","Female","Rejected"
1272,"F","Female","Rejected"
1273,"D","Male","Rejected"
1274,"F","Female","Rejected"
1275,"F","Male","Rejected"
1276,"E","Male","Rejected"
1277,"A","Male","Admitted"
1278,"D","Female","Rejected"
1279,"D","Female","Admitted"
1280,"A","Male","Rejected"
1281,"F","Female","Rejected"
1282,"C","Female","Admitted"
1283,"D","Male","Rejected"
1284,"B","Male","Admitted"
1285,"E","Female","Rejected"
1286,"B","Male","Admitted"
1287,"D","Male","Admitted"
1288,"A","Male","Admitted"
1289,"B","Male","Rejected"
1290,"F","Female","Rejected"
1291,"C","Female","Rejected"
1292,"F","Male","Rejected"
1293,"C","Male","Admitted"
1294,"A","Male","Rejected"
1295,"A","Male","Rejected"
1296,"E","Female","Rejected"
1297,"D","Female","Rejected"
1298,"A","Male","Rejected"
1299,"D","Male","Rejected"
1300,"D","Female","Admitted"
1301,"F","Male","Rejected"
1302,"C","Female","Rejected"
1303,"F","Male","Rejected"
1304,"F","Male","Rejected"
1305,"D","Male","Rejected"
1306,"D","Male","Rejected"
1307,"D","Male","Admitted"
1308,"F","Female","Rejected"
1309,"B","Male","Admitted"
1310,"A","Male","Rejected"
1311,"A","Male","Admitted"
1312,"B","Male","Admitted"
1313,"C","Male","Rejected"
1314,"A","Male","Admitted"
1315,"A","Male","Admitted"
1316,"D","Male","Rejected"
1317,"F","Male","Rejected"
1318,"B","Male","Admitted"
1319,"F","Male","Rejected"
1320,"D","Female","Admitted"
1321,"A","Male","Rejected"
1322,"D","Female","Rejected"
1323,"B","Male","Admitted"
1324,"C","Female","Rejected"
1325,"E","Male","Rejected"
1326,"A","Male","Rejected"
1327,"D","Female","Admitted"
1328,"C","Female","Rejected"
1329,"C","Female","Admitted"
1330,"A","Male","Admitted"
1331,"F","Female","Rejected"
1332,"F","Female","Rejected"
1333,"D","Female","Rejected"
1334,"B","Male","Admitted"
1335,"C","Male","Rejected"
1336,"E","Female","Admitted"
1337,"D","Male","Admitted"
1338,"F","Female","Rejected"
1339,"C","Male","Rejected"
1340,"E","Female","Admitted"
1341,"C","Female","Rejected"
1342,"D","Male","Rejected"
1343,"E","Female","Admitted"
1344,"A","Male","Rejected"
1345,"C","Male","Admitted"
1346,"D","Female","Rejected"
1347,"E","Female","Rejected"
1348,"E","Female","Rejected"
1349,"F","Female","Rejected"
1350,"C","Female","Rejected"
1351,"B","Male","Admitted"
1352,"C","Male","Admitted"
1353,"A","Male","Admitted"
1354,"C","Male","Rejected"
1355,"A","Male","Rejected"
1356,"A","Male","Rejected"
1357,"C","Female","Admitted"
1358,"A","Female","Admitted"
1359,"B","Male","Rejected"
1360,"F","Female","Rejected"
1361,"C","Female","Rejected"
1362,"C","Male","Rejected"
1363,"E","Female","Rejected"
1364,"A","Male","Admitted"
1365,"D","Female","Rejected"
1366,"B","Male","Admitted"
1367,"D","Female","Rejected"
1368,"D","Female","Admitted"
1369,"C","Female","Rejected"
1370,"F","Female","Rejected"
1371,"B","Male","Rejected"
1372,"E","Female","Rejected"
1373,"F","Female","Rejected"
1374,"D","Female","Rejected"
1375,"A","Male","Rejected"
1376,"F","Male","Rejected"
1377,"A","Male","Admitted"
1378,"A","Male","Rejected"
1379,"D","Male","Rejected"
1380,"F","Female","Admitted"
1381,"C","Female","Rejected"
1382,"B","Male","Rejected"
1383,"D","Female","Rejected"
1384,"C","Male","Rejected"
1385,"A","Male","Admitted"
1386,"C","Female","Rejected"
1387,"A","Male","Admitted"
1388,"D","Male","Rejected"
1389,"A","Male","Admitted"
1390,"B","Male","Admitted"
1391,"E","Female","Rejected"
1392,"C","Female","Admitted"
1393,"F","Male","Rejected"
1394,"F","Male","Rejected"
1395,"A","Male","Rejected"
1396,"A","Male","Rejected"
1397,"C","Female","Rejected"
1398,"B","Male","Admitted"
1399,"D","Male","Rejected"
1400,"D","Female","Rejected"
1401,"B","Male","Rejected"
1402,"A","Male","Rejected"
1403,"F","Male","Admitted"
1404,"E","Female","Admitted"
1405,"E","Female","Rejected"
1406,"B","Male","Rejected"
1407,"B","Female","Admitted"
1408,"B","Male","Admitted"
1409,"C","Female","Rejected"
1410,"B","Male","Admitted"
1411,"E","Male","Rejected"
1412,"C","Male","Rejected"
1413,"B","Male","Admitted"
1414,"A","Male","Admitted"
1415,"C","Male","Admitted"
1416,"F","Female","Rejected"
1417,"C","Female","Rejected"
1418,"F","Female","Rejected"
1419,"E","Female","Rejected"
1420,"B","Male","Admitted"
1421,"B","Male","Admitted"
1422,"C","Female","Rejected"
1423,"B","Male","Rejected"
1424,"A","Male","Rejected"
1425,"A","Male","Rejected"
1426,"F","Male","Admitted"
1427,"B","Male","Admitted"
1428,"E","Female","Rejected"
1429,"D","Female","Rejected"
1430,"C","Female","Rejected"
1431,"F","Male","Rejected"
1432,"D","Female","Rejected"
1433,"D","Male","Rejected"
1434,"F","Female","Rejected"
1435,"E","Female","Rejected"
1436,"E","Female","Rejected"
1437,"E","Female","Rejected"
1438,"A","Male","Rejected"
1439,"A","Male","Admitted"
1440,"E","Male","Rejected"
1441,"D","Female","Rejected"
1442,"F","Female","Rejected"
1443,"A","Male","Rejected"
1444,"B","Male","Rejected"
1445,"A","Male","Rejected"
1446,"A","Male","Admitted"
1447,"C","Male","Admitted"
1448,"D","Male","Admitted"
1449,"D","Male","Rejected"
1450,"B","Male","Rejected"
1451,"E","Female","Admitted"
1452,"A","Male","Admitted"
1453,"C","Female","Rejected"
1454,"C","Female","Rejected"
1455,"C","Male","Admitted"
1456,"C","Male","Rejected"
1457,"A","Female","Admitted"
1458,"D","Male","Admitted"
1459,"C","Male","Rejected"
1460,"D","Male","Rejected"
1461,"F","Male","Rejected"
1462,"F","Female","Rejected"
1463,"A","Male","Admitted"
1464,"F","Male","Rejected"
1465,"A","Male","Admitted"
1466,"F","Male","Rejected"
1467,"D","Male","Admitted"
1468,"E","Female","Admitted"
1469,"D","Male","Rejected"
1470,"C","Female","Rejected"
1471,"A","Male","Admitted"
1472,"D","Female","Rejected"
1473,"F","Male","Admitted"
1474,"B","Male","Admitted"
1475,"D","Male","Rejected"
1476,"C","Female","Rejected"
1477,"E","Male","Rejected"
1478,"A","Male","Rejected"
1479,"B","Male","Admitted"
1480,"A","Female","Admitted"
1481,"B","Male","Admitted"
1482,"D","Male","Admitted"
1483,"A","Male","Rejected"
1484,"A","Male","Admitted"
1485,"E","Female","Rejected"
1486,"E","Male","Rejected"
1487,"A","Male","Admitted"
1488,"E","Male","Rejected"
1489,"C","Male","Admitted"
1490,"A","Male","Admitted"
1491,"F","Female","Rejected"
1492,"A","Male","Admitted"
1493,"A","Male","Rejected"
1494,"F","Female","Rejected"
1495,"E","Male","Rejected"
1496,"A","Male","Admitted"
1497,"F","Male","Rejected"
1498,"D","Male","Rejected"
1499,"E","Female","Admitted"
1500,"D","Female","Admitted"
1501,"F","Female","Rejected"
1502,"D","Male","Admitted"
1503,"E","Female","Rejected"
1504,"E","Female","Admitted"
1505,"C","Female","Admitted"
1506,"E","Female","Rejected"
1507,"C","Female","Rejected"
1508,"F","Male","Rejected"
1509,"A","Male","Admitted"
1510,"A","Male","Rejected"
1511,"A","Male","Admitted"
1512,"C","Female","Rejected"
1513,"E","Female","Rejected"
1514,"C","Male","Rejected"
1515,"B","Male","Admitted"
1516,"F","Male","Rejected"
1517,"C","Female","Admitted"
1518,"D","Male","Rejected"
1519,"A","Male","Rejected"
1520,"A","Male","Rejected"
1521,"F","Female","Rejected"
1522,"C","Male","Admitted"
1523,"C","Female","Rejected"
1524,"C","Female","Rejected"
1525,"A","Male","Admitted"
1526,"A","Male","Admitted"
1527,"C","Female","Rejected"
1528,"F","Male","Rejected"
1529,"E","Male","Rejected"
1530,"E","Female","Rejected"
1531,"A","Male","Admitted"
1532,"B","Male","Admitted"
1533,"C","Male","Rejected"
1534,"E","Male","Rejected"
1535,"F","Female","Rejected"
1536,"D","Female","Rejected"
1537,"E","Male","Rejected"
1538,"B","Male","Admitted"
1539,"D","Male","Rejected"
1540,"E","Female","Admitted"
1541,"A","Female","Admitted"
1542,"B","Male","Admitted"
1543,"A","Male","Admitted"
1544,"A","Male","Rejected"
1545,"A","Male","Admitted"
1546,"D","Female","Rejected"
1547,"C","Male","Rejected"
1548,"F","Male","Rejected"
1549,"F","Female","Rejected"
1550,"C","Female","Rejected"
1551,"A","Male","Admitted"
1552,"D","Female","Rejected"
1553,"E","Female","Rejected"
1554,"A","Male","Rejected"
1555,"B","Male","Rejected"
1556,"B","Male","Rejected"
1557,"F","Male","Rejected"
1558,"C","Female","Rejected"
1559,"F","Male","Rejected"
1560,"F","Male","Rejected"
1561,"D","Male","Rejected"
1562,"F","Male","Rejected"
1563,"A","Male","Admitted"
1564,"D","Male","Admitted"
1565,"F","Male","Rejected"
1566,"C","Female","Admitted"
1567,"E","Female","Rejected"
1568,"D","Female","Rejected"
1569,"D","Male","Rejected"
1570,"E","Male","Rejected"
1571,"E","Female","Rejected"
1572,"B","Male","Rejected"
1573,"E","Male","Rejected"
1574,"D","Female","Rejected"
1575,"A","Male","Admitted"
1576,"F","Male","Rejected"
1577,"B","Male","Admitted"
1578,"F","Female","Admitted"
1579,"E","Male","Rejected"
1580,"E","Female","Rejected"
1581,"C","Male","Rejected"
1582,"C","Male","Rejected"
1583,"A","Male","Admitted"
1584,"B","Male","Rejected"
1585,"A","Male","Admitted"
1586,"A","Male","Rejected"
1587,"D","Male","Admitted"
1588,"A","Male","Rejected"
1589,"F","Male","Rejected"
1590,"D","Male","Rejected"
1591,"E","Female","Rejected"
1592,"A","Male","Admitted"
1593,"C","Male","Rejected"
1594,"D","Female","Admitted"
1595,"F","Male","Rejected"
1596,"C","Male","Rejected"
1597,"A","Female","Rejected"
1598,"E","Male","Rejected"
1599,"B","Male","Admitted"
1600,"F","Female","Rejected"
1601,"F","Male","Rejected"
1602,"A","Female","Admitted"
1603,"D","Female","Rejected"
1604,"C","Female","Rejected"
1605,"F","Male","Rejected"
1606,"D","Male","Rejected"
1607,"D","Female","Rejected"
1608,"A","Male","Admitted"
1609,"A","Male","Admitted"
1610,"A","Male","Admitted"
1611,"B","Male","Rejected"
1612,"E","Female","Rejected"
1613,"A","Male","Rejected"
1614,"D","Male","Rejected"
1615,"C","Male","Rejected"
1616,"C","Female","Rejected"
1617,"A","Male","Admitted"
1618,"A","Male","Rejected"
1619,"D","Male","Rejected"
1620,"F","Female","Rejected"
1621,"D","Male","Rejected"
1622,"C","Female","Rejected"
1623,"F","Female","Rejected"
1624,"A","Male","Admitted"
1625,"B","Male","Rejected"
1626,"A","Male","Rejected"
1627,"C","Female","Rejected"
1628,"B","Male","Admitted"
1629,"F","Female","Rejected"
1630,"D","Male","Rejected"
1631,"F","Male","Admitted"
1632,"D","Male","Rejected"
1633,"D","Male","Admitted"
1634,"C","Female","Admitted"
1635,"B","Male","Admitted"
1636,"A","Male","Rejected"
1637,"A","Male","Rejected"
1638,"F","Female","Rejected"
1639,"C","Female","Rejected"
1640,"A","Male","Rejected"
1641,"B","Male","Admitted"
1642,"D","Female","Admitted"
1643,"C","Male","Rejected"
1644,"A","Male","Rejected"
1645,"A","Male","Rejected"
1646,"C","Female","Rejected"
1647,"F","Male","Rejected"
1648,"C","Male","Rejected"
1649,"B","Male","Admitted"
1650,"B","Male","Rejected"
1651,"C","Male","Admitted"
1652,"C","Female","Admitted"
1653,"D","Female","Rejected"
1654,"E","Female","Rejected"
1655,"A","Male","Rejected"
1656,"A","Male","Admitted"
1657,"C","Male","Rejected"
1658,"C","Female","Rejected"
1659,"A","Female","Admitted"
1660,"F","Male","Rejected"
1661,"B","Male","Admitted"
1662,"C","Male","Rejected"
1663,"C","Male","Admitted"
1664,"F","Male","Rejected"
1665,"A","Male","Admitted"
1666,"C","Female","Rejected"
1667,"E","Male","Rejected"
1668,"A","Male","Rejected"
1669,"C","Female","Admitted"
1670,"E","Female","Rejected"
1671,"A","Male","Rejected"
1672,"B","Male","Admitted"
1673,"B","Male","Admitted"
1674,"E","Female","Rejected"
1675,"A","Male","Admitted"
1676,"C","Male","Rejected"
1677,"F","Male","Rejected"
1678,"E","Male","Admitted"
1679,"F","Male","Rejected"
1680,"D","Female","Rejected"
1681,"F","Female","Rejected"
1682,"B","Male","Rejected"
1683,"C","Female","Rejected"
1684,"A","Male","Admitted"
1685,"C","Female","Rejected"
1686,"A","Male","Admitted"
1687,"C","Female","Rejected"
1688,"D","Male","Rejected"
1689,"A","Male","Admitted"
1690,"A","Male","Rejected"
1691,"F","Male","Rejected"
1692,"B","Male","Admitted"
1693,"C","Female","Admitted"
1694,"E","Female","Rejected"
1695,"D","Female","Rejected"
1696,"F","Female","Rejected"
1697,"E","Female","Admitted"
1698,"E","Female","Admitted"
1699,"C","Male","Admitted"
1700,"E","Male","Rejected"
1701,"E","Female","Rejected"
1702,"E","Male","Admitted"
1703,"D","Female","Rejected"
1704,"A","Male","Admitted"
1705,"F","Female","Rejected"
1706,"A","Male","Admitted"
1707,"C","Female","Admitted"
1708,"E","Female","Rejected"
1709,"C","Male","Admitted"
1710,"F","Male","Rejected"
1711,"F","Female","Rejected"
1712,"D","Male","Rejected"
1713,"D","Male","Rejected"
1714,"A","Male","Admitted"
1715,"E","Male","Rejected"
1716,"F","Female","Rejected"
1717,"D","Female","Admitted"
1718,"D","Female","Admitted"
1719,"D","Male","Rejected"
1720,"D","Male","Admitted"
1721,"A","Male","Admitted"
1722,"E","Male","Rejected"
1723,"C","Female","Rejected"
1724,"C","Female","Rejected"
1725,"D","Female","Admitted"
1726,"C","Female","Rejected"
1727,"A","Male","Admitted"
1728,"D","Female","Rejected"
1729,"D","Female","Admitted"
1730,"D","Female","Rejected"
1731,"C","Female","Rejected"
1732,"B","Male","Admitted"
1733,"C","Male","Rejected"
1734,"A","Male","Admitted"
1735,"F","Male","Rejected"
1736,"A","Male","Admitted"
1737,"C","Female","Admitted"
1738,"A","Male","Admitted"
1739,"D","Female","Rejected"
1740,"C","Female","Rejected"
1741,"C","Female","Rejected"
1742,"C","Female","Admitted"
1743,"F","Female","Rejected"
1744,"D","Male","Rejected"
1745,"A","Male","Admitted"
1746,"A","Male","Admitted"
1747,"F","Female","Rejected"
1748,"B","Male","Admitted"
1749,"B","Male","Rejected"
1750,"A","Male","Admitted"
1751,"C","Female","Rejected"
1752,"F","Female","Rejected"
1753,"C","Male","Rejected"
1754,"F","Female","Rejected"
1755,"D","Female","Rejected"
1756,"D","Female","Rejected"
1757,"C","Female","Rejected"
1758,"B","Male","Admitted"
1759,"A","Male","Rejected"
1760,"B","Male","Rejected"
1761,"C","Female","Rejected"
1762,"E","Female","Rejected"
1763,"C","Male","Rejected"
1764,"D","Female","Rejected"
1765,"C","Male","Rejected"
1766,"A","Male","Admitted"
1767,"C","Male","Rejected"
1768,"D","Male","Rejected"
1769,"A","Male","Rejected"
1770,"A","Male","Rejected"
1771,"C","Female","Admitted"
1772,"D","Female","Admitted"
1773,"B","Male","Admitted"
1774,"F","Male","Rejected"
1775,"C","Male","Rejected"
1776,"B","Male","Admitted"
1777,"C","Female","Admitted"
1778,"A","Male","Admitted"
1779,"E","Female","Rejected"
1780,"E","Female","Rejected"
1781,"B","Male","Rejected"
1782,"A","Male","Admitted"
1783,"D","Male","Rejected"
1784,"C","Female","Admitted"
1785,"A","Male","Admitted"
1786,"C","Female","Rejected"
1787,"A","Male","Rejected"
1788,"E","Male","Rejected"
1789,"A","Female","Admitted"
1790,"B","Male","Admitted"
1791,"B","Male","Rejected"
1792,"D","Male","Admitted"
1793,"D","Male","Rejected"
1794,"A","Male","Admitted"
1795,"A","Female","Admitted"
1796,"A","Male","Admitted"
1797,"D","Male","Admitted"
1798,"F","Male","Rejected"
1799,"B","Male","Admitted"
1800,"E","Male","Rejected"
1801,"F","Female","Rejected"
1802,"A","Male","Admitted"
1803,"D","Female","Rejected"
1804,"A","Male","Admitted"
1805,"A","Female","Admitted"
1806,"D","Male","Rejected"
1807,"A","Female","Rejected"
1808,"C","Female","Rejected"
1809,"D","Female","Admitted"
1810,"F","Male","Rejected"
1811,"C","Male","Admitted"
1812,"C","Female","Rejected"
1813,"A","Male","Rejected"
1814,"D","Male","Rejected"
1815,"E","Female","Rejected"
1816,"A","Male","Admitted"
1817,"A","Male","Admitted"
1818,"A","Male","Admitted"
1819,"E","Female","Admitted"
1820,"D","Male","Rejected"
1821,"F","Male","Rejected"
1822,"E","Female","Rejected"
1823,"D","Male","Rejected"
1824,"F","Male","Rejected"
1825,"E","Male","Admitted"
1826,"D","Male","Rejected"
1827,"C","Female","Admitted"
1828,"E","Female","Admitted"
1829,"D","Male","Rejected"
1830,"D","Male","Admitted"
1831,"E","Male","Rejected"
1832,"C","Female","Admitted"
1833,"E","Male","Admitted"
1834,"F","Male","Rejected"
1835,"E","Female","Rejected"
1836,"A","Male","Admitted"
1837,"F","Male","Rejected"
1838,"D","Female","Rejected"
1839,"D","Male","Rejected"
1840,"C","Female","Rejected"
1841,"B","Male","Admitted"
1842,"D","Female","Rejected"
1843,"A","Male","Admitted"
1844,"D","Female","Rejected"
1845,"B","Female","Admitted"
1846,"A","Male","Admitted"
1847,"D","Male","Rejected"
1848,"F","Female","Admitted"
1849,"E","Female","Rejected"
1850,"B","Male","Rejected"
1851,"F","Male","Rejected"
1852,"D","Female","Rejected"
1853,"A","Male","Admitted"
1854,"C","Female","Rejected"
1855,"A","Male","Admitted"
1856,"E","Female","Rejected"
1857,"C","Female","Rejected"
1858,"E","Male","Admitted"
1859,"B","Male","Admitted"
1860,"D","Female","Admitted"
1861,"D","Female","Rejected"
1862,"F","Female","Rejected"
1863,"F","Female","Rejected"
1864,"A","Female","Admitted"
1865,"D","Male","Admitted"
1866,"D","Female","Admitted"
1867,"B","Male","Admitted"
1868,"E","Male","Rejected"
1869,"B","Male","Admitted"
1870,"A","Male","Admitted"
1871,"D","Male","Rejected"
1872,"B","Male","Admitted"
1873,"D","Female","Admitted"
1874,"D","Female","Admitted"
1875,"D","Female","Rejected"
1876,"A","Male","Admitted"
1877,"C","Female","Rejected"
1878,"F","Male","Rejected"
1879,"C","Female","Rejected"
1880,"D","Male","Rejected"
1881,"E","Female","Rejected"
1882,"F","Female","Rejected"
1883,"C","Female","Rejected"
1884,"C","Female","Rejected"
1885,"F","Male","Rejected"
1886,"A","Male","Rejected"
1887,"E","Female","Rejected"
1888,"E","Male","Rejected"
1889,"C","Female","Rejected"
1890,"A","Female","Admitted"
1891,"B","Male","Admitted"
1892,"F","Male","Rejected"
1893,"D","Male","Rejected"
1894,"A","Male","Rejected"
1895,"C","Female","Rejected"
1896,"E","Female","Rejected"
1897,"D","Female","Admitted"
1898,"F","Female","Rejected"
1899,"D","Female","Rejected"
1900,"A","Male","Admitted"
1901,"E","Male","Rejected"
1902,"C","Female","Rejected"
1903,"E","Male","Rejected"
1904,"C","Female","Rejected"
1905,"A","Male","Admitted"
1906,"B","Male","Admitted"
1907,"C","Female","Rejected"
1908,"C","Female","Rejected"
1909,"E","Male","Admitted"
1910,"F","Male","Rejected"
1911,"D","Female","Rejected"
1912,"D","Female","Admitted"
1913,"C","Female","Admitted"
1914,"E","Male","Rejected"
1915,"D","Male","Admitted"
1916,"E","Male","Rejected"
1917,"D","Female","Rejected"
1918,"F","Male","Rejected"
1919,"B","Male","Admitted"
1920,"D","Male","Admitted"
1921,"F","Female","Rejected"
1922,"F","Male","Rejected"
1923,"D","Male","Rejected"
1924,"F","Female","Rejected"
1925,"A","Male","Rejected"
1926,"D","Female","Rejected"
1927,"B","Male","Admitted"
1928,"C","Female","Rejected"
1929,"A","Male","Admitted"
